Date,Chandler,Flagstaff,Phoenix,Tucson
2015-07-31 07:00,88,50,89,80
2015-07-31 08:00,88,53,91,81
2015-07-31 09:00,88,65,93,84
2015-07-31 10:00,91,71,96,88
2015-07-31 11:00,95,74,99,92
2015-07-31 12:00,99,77,102,93
2015-07-31 13:00,102,76,104,96
2015-07-31 14:00,104,76,105,98
2015-07-31 15:00,104,69,107,86
2015-07-31 16:00,106,62,108,86
2015-07-31 17:00,95,65,97,88
2015-07-31 18:00,95,65,79,88
2015-07-31 19:00,81,67,83,81
2015-07-31 20:00,81,67,80,79
2015-07-31 21:00,77,65,80,77
2015-07-31 22:00,77,62,82,75
2015-07-31 23:00,77,63,81,76
2015-08-01 00:00,77,60,82,78
2015-08-01 01:00,77,58,81,75
2015-08-01 02:00,77,59,81,74
2015-08-01 03:00,77,58,82,76
2015-08-01 04:00,77,59,82,76
2015-08-01 05:00,77,59,82,75
2015-08-01 06:00,77,58,83,73
2015-08-01 07:00,79,58,83,73
2015-08-01 08:00,81,60,83,75
2015-08-01 09:00,82,65,83,80
2015-08-01 10:00,86,68,86,83
2015-08-01 11:00,90,68,90,87
2015-08-01 12:00,93,68,94,90
2015-08-01 13:00,95,70,95,92
2015-08-01 14:00,95,72,98,95
2015-08-01 15:00,99,73,100,96
2015-08-01 16:00,99,72,101,91
2015-08-01 17:00,100,74,102,84
2015-08-01 18:00,100,75,103,82
2015-08-01 19:00,100,70,103,86
2015-08-01 20:00,100,66,101,84
2015-08-01 21:00,99,64,99,82
2015-08-01 22:00,95,63,98,82
2015-08-01 23:00,95,62,94,81
2015-08-02 00:00,95,58,93,80
2015-08-02 01:00,95,57,93,79
2015-08-02 02:00,95,55,92,79
2015-08-02 03:00,95,56,89,79
2015-08-02 04:00,95,56,88,78
2015-08-02 05:00,95,56,88,78
2015-08-02 06:00,95,55,87,75
2015-08-02 07:00,82,54,86,75
2015-08-02 08:00,86,61,87,77
2015-08-02 09:00,90,65,89,82
2015-08-02 10:00,93,69,93,88
2015-08-02 11:00,95,72,95,89
2015-08-02 12:00,97,71,98,92
2015-08-02 13:00,97,75,101,94
2015-08-02 14:00,102,75,103,96
2015-08-02 15:00,104,75,105,96
2015-08-02 16:00,104,70,107,98
2015-08-02 17:00,104,65,107,98
2015-08-02 18:00,106,66,108,99
2015-08-02 19:00,106,69,108,97
2015-08-02 20:00,104,69,106,97
2015-08-02 21:00,100,62,102,94
2015-08-02 22:00,99,59,99,92
2015-08-02 23:00,99,56,97,89
2015-08-03 00:00,99,54,96,86
2015-08-03 01:00,99,53,96,86
2015-08-03 02:00,99,51,96,83
2015-08-03 03:00,99,50,95,82
2015-08-03 04:00,99,49,92,81
2015-08-03 05:00,99,48,89,81
2015-08-03 06:00,99,48,89,78
2015-08-03 07:00,81,47,87,78
2015-08-03 08:00,84,55,88,81
2015-08-03 09:00,90,67,92,84
2015-08-03 10:00,90,73,95,87
2015-08-03 11:00,90,74,98,90
2015-08-03 12:00,100,76,101,93
2015-08-03 13:00,102,78,103,95
2015-08-03 14:00,102,80,105,98
2015-08-03 15:00,104,80,107,100
2015-08-03 16:00,106,81,108,100
2015-08-03 17:00,108,80,109,101
2015-08-03 18:00,108,81,108,101
2015-08-03 19:00,106,78,108,100
2015-08-03 20:00,106,76,108,99
2015-08-03 21:00,102,70,106,94
2015-08-03 22:00,100,65,103,91
2015-08-03 23:00,100,63,98,89
2015-08-04 00:00,100,58,96,86
2015-08-04 01:00,100,58,94,84
2015-08-04 02:00,100,54,95,84
2015-08-04 03:00,100,54,96,81
2015-08-04 04:00,100,53,95,79
2015-08-04 05:00,100,52,94,78
2015-08-04 06:00,100,51,93,77
2015-08-04 07:00,82,51,89,75
2015-08-04 08:00,88,58,91,80
2015-08-04 09:00,88,71,92,83
2015-08-04 10:00,95,73,95,89
2015-08-04 11:00,95,77,99,91
2015-08-04 12:00,100,78,102,94
2015-08-04 13:00,102,80,105,97
2015-08-04 14:00,106,80,107,100
2015-08-04 15:00,106,81,109,102
2015-08-04 16:00,108,82,110,104
2015-08-04 17:00,108,83,110,104
2015-08-04 18:00,109,82,109,103
2015-08-04 19:00,108,82,109,101
2015-08-04 20:00,108,77,108,100
2015-08-04 21:00,104,68,107,96
2015-08-04 22:00,99,66,102,94
2015-08-04 23:00,99,59,99,91
2015-08-05 00:00,99,56,100,90
2015-08-05 01:00,99,54,97,85
2015-08-05 02:00,99,54,98,83
2015-08-05 03:00,99,52,97,83
2015-08-05 04:00,99,52,97,80
2015-08-05 05:00,99,52,95,80
2015-08-05 06:00,99,50,94,78
2015-08-05 07:00,81,51,92,78
2015-08-05 08:00,84,59,91,80
2015-08-05 09:00,90,70,94,85
2015-08-05 10:00,95,74,97,89
2015-08-05 11:00,99,78,99,91
2015-08-05 12:00,102,78,102,95
2015-08-05 13:00,104,80,106,98
2015-08-05 14:00,106,83,109,101
2015-08-05 15:00,108,84,109,102
2015-08-05 16:00,108,85,110,104
2015-08-05 17:00,109,85,109,103
2015-08-05 18:00,109,84,110,103
2015-08-05 19:00,108,83,109,101
2015-08-05 20:00,108,78,108,99
2015-08-05 21:00,104,71,107,97
2015-08-05 22:00,100,66,103,95
2015-08-05 23:00,100,64,100,94
2015-08-06 00:00,100,60,101,91
2015-08-06 01:00,100,58,102,89
2015-08-06 02:00,100,57,100,88
2015-08-06 03:00,100,54,99,87
2015-08-06 04:00,100,54,94,86
2015-08-06 05:00,100,57,95,85
2015-08-06 06:00,100,55,94,83
2015-08-06 07:00,88,52,92,82
2015-08-06 08:00,90,60,93,83
2015-08-06 09:00,88,71,94,81
2015-08-06 10:00,90,78,95,81
2015-08-06 11:00,93,79,94,83
2015-08-06 12:00,97,81,95,84
2015-08-06 13:00,99,81,97,85
2015-08-06 14:00,99,82,98,84
2015-08-06 15:00,99,81,99,85
2015-08-06 16:00,102,78,100,89
2015-08-06 17:00,104,74,103,91
2015-08-06 18:00,104,74,104,94
2015-08-06 19:00,102,73,104,94
2015-08-06 20:00,102,68,103,93
2015-08-06 21:00,97,67,100,89
2015-08-06 22:00,95,65,99,88
2015-08-06 23:00,95,65,96,86
2015-08-07 00:00,95,65,95,86
2015-08-07 01:00,95,62,94,86
2015-08-07 02:00,95,63,93,83
2015-08-07 03:00,95,61,92,83
2015-08-07 04:00,95,57,91,83
2015-08-07 05:00,95,54,90,82
2015-08-07 06:00,95,54,90,80
2015-08-07 07:00,90,54,91,79
2015-08-07 08:00,90,62,90,81
2015-08-07 09:00,82,67,91,85
2015-08-07 10:00,84,70,93,89
2015-08-07 11:00,88,72,95,89
2015-08-07 12:00,95,74,97,91
2015-08-07 13:00,97,76,100,93
2015-08-07 14:00,97,77,102,96
2015-08-07 15:00,100,77,106,97
2015-08-07 16:00,102,65,103,97
2015-08-07 17:00,79,61,104,82
2015-08-07 18:00,81,62,86,84
2015-08-07 19:00,86,59,80,77
2015-08-07 20:00,81,57,84,77
2015-08-07 21:00,79,56,83,79
2015-08-07 22:00,81,55,83,82
2015-08-07 23:00,81,56,83,81
2015-08-08 00:00,81,56,83,77
2015-08-08 01:00,81,55,83,73
2015-08-08 02:00,81,56,82,73
2015-08-08 03:00,81,57,82,73
2015-08-08 04:00,81,56,81,72
2015-08-08 05:00,81,55,81,73
2015-08-08 06:00,81,55,81,72
2015-08-08 07:00,79,54,80,73
2015-08-08 08:00,79,56,81,74
2015-08-08 09:00,79,60,83,77
2015-08-08 10:00,86,61,86,81
2015-08-08 11:00,90,63,89,84
2015-08-08 12:00,91,67,92,86
2015-08-08 13:00,93,69,95,88
2015-08-08 14:00,93,71,97,90
2015-08-08 15:00,97,72,99,93
2015-08-08 16:00,99,74,100,93
2015-08-08 17:00,99,68,101,82
2015-08-08 18:00,99,67,101,80
2015-08-08 19:00,99,67,101,84
2015-08-08 20:00,97,64,100,85
2015-08-08 21:00,91,59,95,83
2015-08-08 22:00,91,57,95,82
2015-08-08 23:00,91,55,95,81
2015-08-09 00:00,91,53,95,79
2015-08-09 01:00,91,54,94,78
2015-08-09 02:00,91,53,94,77
2015-08-09 03:00,91,52,91,76
2015-08-09 04:00,91,51,90,76
2015-08-09 05:00,91,50,89,74
2015-08-09 06:00,91,49,87,74
2015-08-09 07:00,82,49,87,73
2015-08-09 08:00,82,55,88,75
2015-08-09 09:00,86,65,90,80
2015-08-09 10:00,91,68,91,84
2015-08-09 11:00,93,71,95,88
2015-08-09 12:00,100,73,96,90
2015-08-09 13:00,97,72,101,92
2015-08-09 14:00,100,76,101,94
2015-08-09 15:00,102,78,102,97
2015-08-09 16:00,102,76,103,96
2015-08-09 17:00,104,73,106,88
2015-08-09 18:00,104,72,104,90
2015-08-09 19:00,104,70,105,89
2015-08-09 20:00,102,67,104,81
2015-08-09 21:00,100,63,103,78
2015-08-09 22:00,100,61,95,79
2015-08-09 23:00,100,61,92,79
2015-08-10 00:00,100,62,95,80
2015-08-10 01:00,100,57,93,79
2015-08-10 02:00,100,55,90,78
2015-08-10 03:00,100,52,90,73
2015-08-10 04:00,100,51,90,73
2015-08-10 05:00,100,51,88,72
2015-08-10 06:00,100,51,87,72
2015-08-10 07:00,84,52,87,72
2015-08-10 08:00,84,56,88,73
2015-08-10 09:00,86,64,88,75
2015-08-10 10:00,88,67,90,81
2015-08-10 11:00,90,69,91,82
2015-08-10 12:00,93,70,95,85
2015-08-10 13:00,93,72,97,89
2015-08-10 14:00,99,72,99,92
2015-08-10 15:00,99,74,101,94
2015-08-10 16:00,100,72,102,93
2015-08-10 17:00,100,68,103,86
2015-08-10 18:00,100,68,104,90
2015-08-10 19:00,100,68,103,89
2015-08-10 20:00,100,66,102,89
2015-08-10 21:00,99,64,101,88
2015-08-10 22:00,100,63,99,84
2015-08-10 23:00,100,63,99,83
2015-08-11 00:00,100,61,98,83
2015-08-11 01:00,100,60,96,82
2015-08-11 02:00,100,58,94,80
2015-08-11 03:00,100,57,93,80
2015-08-11 04:00,100,58,93,79
2015-08-11 05:00,100,58,91,78
2015-08-11 06:00,100,58,91,77
2015-08-11 07:00,86,58,90,77
2015-08-11 08:00,88,59,90,77
2015-08-11 09:00,91,61,90,72
2015-08-11 10:00,90,63,94,72
2015-08-11 11:00,79,67,79,77
2015-08-11 12:00,79,64,80,79
2015-08-11 13:00,81,67,81,86
2015-08-11 14:00,84,60,85,91
2015-08-14 15:00,109,83,112,103
2015-08-14 16:00,111,77,114,105
2015-08-14 17:00,113,78,116,103
2015-08-14 18:00,111,77,114,100
2015-08-14 19:00,111,76,113,98
2015-08-14 20:00,100,72,111,96
2015-08-14 21:00,100,68,104,94
2015-08-14 22:00,100,67,105,92
2015-08-14 23:00,100,65,106,89
2015-08-15 00:00,100,63,105,86
2015-08-15 01:00,100,60,101,84
2015-08-15 02:00,100,64,102,82
2015-08-15 03:00,100,62,96,82
2015-08-15 04:00,100,58,96,80
2015-08-15 05:00,100,56,94,79
2015-08-15 06:00,100,54,93,78
2015-08-15 07:00,86,53,93,78
2015-08-15 08:00,88,60,94,80
2015-08-15 09:00,88,60,94,85
2015-08-15 10:00,93,75,100,90
2015-08-15 11:00,97,80,102,93
2015-08-15 12:00,100,82,106,97
2015-08-15 13:00,104,80,107,100
2015-08-15 14:00,106,84,108,102
2015-08-15 15:00,108,78,110,104
2015-08-15 16:00,109,79,112,106
2015-08-15 17:00,111,78,114,107
2015-08-15 18:00,111,74,114,105
2015-08-15 19:00,111,72,113,103
2015-08-15 20:00,111,74,112,98
2015-08-15 21:00,109,68,111,95
2015-08-15 22:00,100,64,106,92
2015-08-15 23:00,100,61,105,90
2015-08-16 00:00,100,59,103,90
2015-08-16 01:00,100,57,102,90
2015-08-16 02:00,100,57,99,88
2015-08-16 03:00,100,55,98,82
2015-08-16 04:00,100,53,97,85
2015-08-16 05:00,100,54,97,79
2015-08-16 06:00,100,53,96,81
2015-08-16 07:00,90,51,94,82
2015-08-16 08:00,90,58,93,83
2015-08-16 09:00,93,70,93,88
2015-08-16 10:00,95,79,95,90
2015-08-16 11:00,95,78,98,91
2015-08-16 12:00,99,83,101,95
2015-08-16 13:00,100,84,103,96
2015-08-16 14:00,104,83,106,98
2015-08-16 15:00,104,80,107,100
2015-08-16 16:00,104,84,110,102
2015-08-16 17:00,109,86,110,103
2015-08-16 18:00,109,81,111,102
2015-08-16 19:00,109,77,111,100
2015-08-16 20:00,108,74,110,99
2015-08-16 21:00,104,68,108,97
2015-08-16 22:00,102,67,105,96
2015-08-16 23:00,102,63,105,94
2015-08-17 00:00,102,60,103,90
2015-08-17 01:00,102,58,100,87
2015-08-17 02:00,102,56,98,86
2015-08-17 03:00,102,56,97,85
2015-08-17 04:00,102,56,96,86
2015-08-17 05:00,102,61,96,86
2015-08-17 06:00,102,55,95,82
2015-08-17 07:00,90,54,92,78
2015-08-17 08:00,88,63,92,80
2015-08-17 09:00,91,71,93,82
2015-08-17 10:00,93,77,94,85
2015-08-17 11:00,95,77,96,87
2015-08-17 12:00,97,78,97,90
2015-08-17 13:00,99,81,99,93
2015-08-17 14:00,99,83,100,95
2015-08-17 15:00,102,83,103,96
2015-08-17 16:00,104,82,105,99
2015-08-17 17:00,104,84,108,100
2015-08-17 18:00,106,83,107,100
2015-08-17 19:00,106,82,107,99
2015-08-17 20:00,104,78,106,97
2015-08-17 21:00,100,75,102,94
2015-08-17 22:00,99,73,101,91
2015-08-17 23:00,99,71,99,89
2015-08-18 00:00,99,69,97,86
2015-08-18 01:00,99,64,95,84
2015-08-18 02:00,99,60,94,82
2015-08-18 03:00,99,59,92,82
2015-08-18 04:00,99,56,92,81
2015-08-18 05:00,99,54,89,80
2015-08-18 06:00,99,55,88,79
2015-08-18 07:00,84,53,88,78
2015-08-18 08:00,86,61,89,79
2015-08-18 09:00,88,68,90,82
2015-08-18 10:00,90,74,92,85
2015-08-18 11:00,93,77,94,85
2015-08-18 12:00,95,80,97,91
2015-08-18 13:00,97,83,98,93
2015-08-18 14:00,97,82,102,96
2015-08-18 15:00,100,83,103,98
2015-08-18 16:00,102,83,105,100
2015-08-18 17:00,104,83,107,100
2015-08-18 18:00,104,82,105,99
2015-08-18 19:00,102,79,105,98
2015-08-18 20:00,102,76,104,96
2015-08-18 21:00,97,72,101,93
2015-08-18 22:00,95,69,99,91
2015-08-18 23:00,95,65,97,89
2015-08-19 00:00,95,60,96,87
2015-08-19 01:00,95,58,96,86
2015-08-19 02:00,95,56,95,83
2015-08-19 03:00,95,56,93,80
2015-08-19 04:00,95,56,91,79
2015-08-19 05:00,95,57,91,79
2015-08-19 06:00,95,58,90,80
2015-08-19 07:00,82,54,86,78
2015-08-19 08:00,81,63,86,79
2015-08-19 09:00,84,69,89,83
2015-08-19 10:00,90,74,92,85
2015-08-19 11:00,91,76,94,89
2015-08-19 12:00,95,79,96,91
2015-08-19 13:00,97,81,99,94
2015-08-19 14:00,100,81,102,95
2015-08-19 15:00,102,82,104,97
2015-08-19 16:00,102,84,104,98
2015-08-19 17:00,104,82,104,99
2015-08-19 18:00,102,82,105,99
2015-08-19 19:00,104,79,105,99
2015-08-19 20:00,102,76,104,97
2015-08-19 21:00,100,73,103,95
2015-08-19 22:00,99,72,101,90
2015-08-19 23:00,99,68,98,88
2015-08-20 00:00,99,60,96,88
2015-08-20 01:00,99,57,96,87
2015-08-20 02:00,99,54,95,83
2015-08-20 03:00,99,51,93,82
2015-08-20 04:00,99,51,92,81
2015-08-20 05:00,99,51,89,81
2015-08-20 06:00,99,50,88,81
2015-08-20 07:00,82,49,88,78
2015-08-20 08:00,86,79,89,81
2015-08-20 09:00,88,67,91,84
2015-08-20 10:00,90,72,93,87
2015-08-20 11:00,93,73,96,90
2015-08-20 12:00,97,75,97,93
2015-08-20 13:00,97,78,102,94
2015-08-20 14:00,100,78,105,96
2015-08-20 15:00,102,80,105,98
2015-08-20 16:00,102,81,104,94
2015-08-20 17:00,104,81,105,94
2015-08-20 18:00,104,79,105,82
2015-08-20 19:00,104,78,105,81
2015-08-20 20:00,102,75,104,83
2015-08-20 21:00,100,71,103,83
2015-08-20 22:00,93,68,101,83
2015-08-20 23:00,93,64,98,82
2015-08-21 00:00,93,59,96,81
2015-08-21 01:00,93,56,95,80
2015-08-21 02:00,93,53,94,80
2015-08-21 03:00,93,53,93,79
2015-08-21 04:00,93,54,93,79
2015-08-21 05:00,93,52,91,80
2015-08-21 06:00,93,50,90,80
2015-08-21 07:00,86,50,89,79
2015-08-21 08:00,86,57,90,81
2015-08-21 09:00,90,65,91,82
2015-08-21 10:00,91,67,93,85
2015-08-21 11:00,93,70,95,88
2015-08-21 12:00,97,72,99,90
2015-08-21 13:00,97,74,100,92
2015-08-21 14:00,99,76,100,94
2015-08-21 15:00,102,78,102,96
2015-08-21 16:00,104,78,104,97
2015-08-21 17:00,104,77,103,95
2015-08-21 18:00,104,77,104,97
2015-08-21 19:00,102,75,105,96
2015-08-21 20:00,102,72,104,94
2015-08-21 21:00,100,69,103,92
2015-08-21 22:00,99,68,100,90
2015-08-21 23:00,99,66,99,87
2015-08-22 00:00,99,61,96,87
2015-08-22 01:00,99,57,95,86
2015-08-22 02:00,99,56,94,84
2015-08-22 03:00,99,54,93,83
2015-08-22 04:00,99,55,91,83
2015-08-22 05:00,99,52,90,81
2015-08-22 06:00,99,53,89,80
2015-08-22 07:00,84,53,88,79
2015-08-22 08:00,86,58,88,80
2015-08-22 09:00,88,65,90,84
2015-08-22 10:00,91,68,92,86
2015-08-22 11:00,93,72,94,89
2015-08-22 12:00,95,75,98,90
2015-08-22 13:00,97,77,97,92
2015-08-22 14:01,99,78,100,79
2015-08-22 15:00,97,78,102,94
2015-08-22 16:00,100,80,103,92
2015-08-22 17:00,104,80,105,75
2015-08-22 18:00,102,81,104,73
2015-08-22 19:00,102,78,104,73
2015-08-22 20:00,100,73,103,76
2015-08-22 21:00,100,69,102,77
2015-08-22 22:00,95,65,101,77
2015-08-22 23:00,95,61,96,78
2015-08-23 00:00,95,60,95,77
2015-08-23 01:00,95,57,92,76
2015-08-23 02:00,95,57,92,74
2015-08-23 03:00,95,57,90,74
2015-08-23 04:00,95,54,89,73
2015-08-23 05:00,95,54,88,72
2015-08-23 06:00,95,53,87,72
2015-08-23 07:00,82,53,87,70
2015-08-23 08:00,84,60,87,72
2015-08-23 09:00,86,70,89,75
2015-08-23 10:00,90,74,94,82
2015-08-23 11:00,91,75,94,83
2015-08-23 12:00,97,72,98,87
2015-08-23 13:00,99,71,100,90
2015-08-23 14:00,99,64,103,93
2015-08-23 15:00,102,72,105,96
2015-08-23 16:00,104,74,105,97
2015-08-23 17:00,104,74,107,98
2015-08-23 18:00,104,73,106,95
2015-08-23 19:00,104,73,106,93
2015-08-23 20:00,104,73,106,91
2015-08-23 21:00,97,61,102,84
2015-08-23 22:00,93,58,98,82
2015-08-23 23:00,93,56,93,81
2015-08-24 00:00,93,56,92,78
2015-08-24 01:00,93,56,91,80
2015-08-24 02:00,93,55,91,80
2015-08-24 03:00,93,57,90,79
2015-08-24 04:00,93,58,90,81
2015-08-24 05:00,93,56,88,80
2015-08-24 06:00,93,56,89,79
2015-08-24 07:00,84,53,88,78
2015-08-24 08:00,86,58,89,79
2015-08-24 09:00,88,69,91,82
2015-08-24 10:00,90,75,93,85
2015-08-24 11:00,95,78,96,88
2015-08-24 14:00,100,83,103,95
2015-08-24 15:00,102,84,106,97
2015-08-24 16:00,102,74,106,96
2015-08-24 17:00,104,79,106,98
2015-08-24 18:00,104,80,105,98
2015-08-24 19:00,104,79,104,97
2015-08-24 20:00,104,75,104,81
2015-08-24 21:00,100,68,102,79
2015-08-24 22:00,97,71,97,81
2015-08-24 23:00,97,70,98,75
2015-08-25 00:00,97,67,96,73
2015-08-25 01:00,97,65,96,73
2015-08-25 02:00,97,62,90,72
2015-08-25 03:00,97,65,86,73
2015-08-25 04:00,97,62,90,73
2015-08-25 05:00,97,64,84,73
2015-08-25 06:00,97,61,84,74
2015-08-25 07:00,84,60,84,74
2015-08-25 08:00,86,61,86,75
2015-08-25 09:00,86,65,87,78
2015-08-25 10:00,90,68,90,80
2015-08-25 11:00,91,68,90,84
2015-08-25 12:00,91,66,92,86
2015-08-25 13:00,91,64,92,88
2015-08-25 14:00,93,61,95,90
2015-08-25 15:00,97,70,98,79
2015-08-25 16:00,97,71,98,79
2015-08-25 17:00,97,69,99,77
2015-08-25 18:00,86,63,90,77
2015-08-25 19:00,77,58,87,77
2015-08-25 20:00,81,58,86,77
2015-08-25 21:00,81,58,85,77
2015-08-25 22:00,82,58,85,76
2015-08-25 23:00,82,57,86,75
2015-08-26 00:00,82,56,85,76
2015-08-26 01:00,82,55,87,74
2015-08-26 02:00,82,55,86,75
2015-08-26 03:00,82,56,86,75
2015-08-26 04:00,82,56,85,76
2015-08-26 05:00,82,56,84,75
2015-08-26 06:00,82,55,85,74
2015-08-26 07:00,81,53,85,73
2015-08-26 08:00,81,60,85,78
2015-08-26 09:00,84,61,87,81
2015-08-26 10:00,88,64,91,85
2015-08-26 11:00,90,67,92,87
2015-08-26 12:00,93,67,96,91
2015-08-26 13:00,95,71,98,93
2015-08-26 14:00,99,71,100,95
2015-08-26 15:00,99,68,102,97
2015-08-26 16:00,100,67,104,98
2015-08-26 17:00,100,69,103,96
2015-08-26 18:00,102,68,104,90
2015-08-26 19:00,100,71,103,85
2015-08-26 20:00,100,66,102,84
2015-08-26 21:00,97,60,101,82
2015-08-26 22:00,95,59,99,82
2015-08-26 23:00,95,56,98,81
2015-08-27 00:00,95,55,94,81
2015-08-27 01:00,95,54,93,79
2015-08-27 02:00,95,53,92,78
2015-08-27 03:00,95,52,91,78
2015-08-27 04:00,95,50,90,76
2015-08-27 05:00,95,50,89,75
2015-08-27 06:00,95,50,88,74
2015-08-27 07:00,84,49,87,73
2015-08-27 08:00,86,53,88,75
2015-08-27 09:00,68,63,90,80
2015-08-27 10:00,91,70,94,85
2015-08-27 11:00,93,72,96,88
2015-08-27 12:00,97,75,100,91
2015-08-27 13:00,99,77,105,94
2015-08-27 14:00,102,75,105,96
2015-08-27 15:00,102,65,106,96
2015-08-27 16:00,104,59,107,98
2015-08-27 17:00,104,60,90,98
2015-08-27 18:00,97,62,84,97
2015-08-27 19:00,84,63,84,81
2015-08-27 20:00,86,59,89,81
2015-08-27 21:00,88,58,88,81
2015-08-27 22:00,86,57,89,79
2015-08-27 23:00,86,57,87,78
2015-08-28 00:00,86,57,86,78
2015-08-28 01:00,86,56,85,79
2015-08-28 02:00,86,55,87,78
2015-08-28 03:00,86,53,84,77
2015-08-28 04:00,86,52,83,77
2015-08-28 05:00,86,50,83,75
2015-08-28 06:00,86,49,82,74
2015-08-28 07:00,79,48,82,73
2015-08-28 08:00,81,51,83,74
2015-08-28 09:00,86,63,86,79
2015-08-28 10:00,88,71,89,84
2015-08-28 11:00,90,74,92,87
2015-08-28 12:00,93,76,97,89
2015-08-28 13:00,97,77,98,92
2015-08-28 14:00,99,77,101,94
2015-08-28 15:00,99,73,104,96
2015-08-28 16:00,102,77,107,98
2015-08-28 17:00,106,74,108,99
2015-08-28 18:00,106,73,107,99
2015-08-28 19:00,104,73,106,97
2015-08-28 20:00,102,68,105,95
2015-08-28 21:00,99,61,103,91
2015-08-28 22:00,97,59,99,88
2015-08-28 23:00,97,55,99,85
2015-08-29 00:00,97,54,96,83
2015-08-29 01:00,97,52,96,82
2015-08-29 02:00,97,51,95,81
2015-08-29 03:00,97,49,92,81
2015-08-29 04:00,97,49,91,80
2015-08-29 05:00,97,48,89,77
2015-08-29 06:00,97,48,88,77
2015-08-29 07:00,84,47,87,76
2015-08-29 08:00,84,52,88,78
2015-08-29 09:00,88,64,90,83
2015-08-29 10:00,93,73,94,89
2015-08-29 11:00,97,77,98,92
2015-08-29 12:00,100,79,101,94
2015-08-29 13:00,102,79,104,98
2015-08-29 14:00,104,77,105,99
2015-08-29 15:00,106,81,109,102
2015-08-29 16:00,106,81,109,103
2015-08-29 17:00,108,77,110,88
2015-08-29 18:00,108,75,111,84
2015-08-29 19:00,108,72,108,84
2015-08-29 20:00,102,67,103,84
2015-08-29 21:00,102,62,82,84
2015-08-29 22:00,86,60,86,83
2015-08-29 23:00,86,58,87,80
2015-08-30 00:00,86,57,86,80
2015-08-30 01:00,86,56,86,80
2015-08-30 02:00,86,54,86,82
2015-08-30 03:00,86,53,86,80
2015-08-30 04:00,86,52,85,80
2015-08-30 05:00,86,52,85,80
2015-08-30 06:00,86,51,84,78
2015-08-30 07:00,79,51,83,77
2015-08-30 08:00,82,56,84,78
2015-08-30 09:00,88,66,89,82
2015-08-30 10:00,91,69,92,82
2015-08-30 11:00,93,73,95,90
2015-08-30 12:00,97,75,99,93
2015-08-30 13:00,99,76,100,95
2015-08-30 14:00,102,77,105,95
2015-08-30 15:00,102,72,103,97
2015-08-30 16:00,104,73,106,96
2015-08-30 17:00,106,73,105,91
2015-08-30 18:00,104,72,107,90
2015-08-30 19:00,104,69,105,88
2015-08-30 20:00,102,62,94,86
2015-08-30 21:00,88,58,93,84
2015-08-30 22:00,88,57,92,83
2015-08-30 23:00,88,58,91,82
2015-08-31 00:00,88,56,92,81
2015-08-31 01:00,88,55,89,80
2015-08-31 02:00,88,55,89,77
2015-08-31 03:00,88,54,88,76
2015-08-31 04:00,88,52,89,75
2015-08-31 05:00,88,51,87,74
2015-08-31 06:00,88,51,86,74
2015-08-31 07:00,81,50,86,75
2015-08-31 08:00,79,55,87,76
2015-08-31 09:00,86,59,90,80
2015-08-31 10:00,88,66,92,86
2015-08-31 11:00,93,69,95,89
2015-08-31 12:00,95,72,97,91
2015-08-31 13:00,97,73,100,93
2015-08-31 14:00,97,71,102,95
2015-08-31 15:00,97,69,104,94
2015-08-31 16:00,97,69,105,95
2015-08-31 17:00,102,68,105,96
2015-08-31 18:00,102,65,105,96
2015-08-31 19:00,102,65,104,91
2015-08-31 20:00,99,62,103,90
2015-08-31 21:00,97,59,84,86
